YEAR,SUBRGN,SRNAME,NAMEPCAP,SRHTIAN,SRHTIOZ,SRHTIANT,SRHTIOZT,SRNGENAN,SRNGENOZ,SRNOXAN,SRNOXOZ,SRSO2AN,SRCO2AN,SRCH4AN,SRN2OAN,SRCO2EQA,SRHGAN,SRNOXRTA,SRNOXRTO,SRSO2RTA,SRCO2RTA,SRCH4RTA,SRN2ORTA,SRC2ERTA,SRHGRTA,SRNOXRA,SRNOXRO,SRSO2RA,SRCO2RA,SRCH4RA,SRN2ORA,SRC2ERA,SRHGRA,SRNOXCRT,SRNOXCRO,SRSO2CRT,SRCO2CRT,SRCH4CRT,SRN2OCRT,SRHGCRT,SRCNOXRT,SRONOXRT,SRGNOXRT,SRFSNXRT,SRCNXORT,SRONXORT,SRGNXORT,SRFSNORT,SRCSO2RT,SROSO2RT,SRGSO2RT,SRFSS2RT,SRCCO2RT,SROCO2RT,SRGCO2RT,SRFSC2RT,SRCCH4RT,SROCH4RT,SRGCH4RT,SRFCH4RT,SRCN2ORT,SRON2ORT,SRGN2ORT,SRFN2ORT,SRCC2ERT,SROC2ERT,SRGC2ERT,SRFSC2ERT,SRCHGRT,SRFSHGRT,SRCNOXR,SRONOXR,SRGNOXR,SRFSNXR,SRCNXOR,SRONXOR,SRGNXOR,SRFSNOR,SRCSO2R,SROSO2R,SRGSO2R,SRFSS2R,SRCCO2R,SROCO2R,SRGCO2R,SRFSC2R,SRCCH4R,SROCH4R,SRGCH4R,SRFCH4R,SRCN2OR,SRON2OR,SRGN2OR,SRFN2OR,SRCC2ER,SROC2ER,SRGC2ER,SRFSC2ER,SRCHGR,SRFSHGR,SRNBNOX,SRNBNXO,SRNBSO2,SRNBCO2,SRNBCH4,SRNBN2O,SRNBC2E,SRNBHG,SRGENACL,SRGENAOL,SRGENAGS,SRGENANC,SRGENAHY,SRGENABM,SRGENAWI,SRGENASO,SRGENAGT,SRGENAOF,SRGENAOP,SRGENATN,SRGENATR,SRGENATH,SRGENACY,SRGENACN,SRCLPR,SROLPR,SRGSPR,SRNCPR,SRHYPR,SRBMPR,SRWIPR,SRSOPR,SRGTPR,SROFPR,SROPPR,SRTNPR,SRTRPR,SRTHPR,SRCYPR,SRCNPR,SRNBGNCL,SRNBGNOL,SRNBGNGS,SRNBGNNC,SRNBGNHY,SRNBGNBM,SRNBGNWI,SRNBGNSO,SRNBGNGT,SRNBGNOF,SRNBGNOP,SRNBCLPR,SRNBOLPR,SRNBGSPR,SRNBNCPR,SRNBHYPR,SRNBBMPR,SRNBWIPR,SRNBSOPR,SRNBGTPR,SRNBOFPR,SRNBOPPR
2018,NEWE,NPCC New England,45440,519453891,239450214,959949128,422632020,105482006,47130649,20390,8252,7180,27547280,8618105,1136959,27824279,--,0.387,0.35,0.136,522.312,0.082,0.011,527.564,--,0.079,0.069,0.028,106.062,0.017,0.002,107.129,--,0.655,0.594,0.231,885.3,0.138,0.018,--,2.587,3.795,0.234,0.318,3.008,4.688,0.224,0.264,1.769,4.628,0.028,0.116,2531.361,1942.449,863.699,905.028,0.281,0.066,0.017,0.022,0.041,0.013,0.002,0.003,2550.61,1947.869,864.622,906.311,--,--,0.211,0.305,0.032,0.043,0.227,0.329,0.031,0.036,0.144,0.372,0.004,0.016,206.721,155.92,118.758,121.95,0.023,0.005,0.002,0.003,0.003,0.001,0,0,208.293,156.355,118.885,122.123,--,--,0.501,0.378,0.266,930.972,0.086,0.011,936.513,--,1036896,1245692,51610790,31384751,7112472,8074845,3552014,1200139,0,160479,103928,85542535,19939469,12826998,62232629,43249376,0.01,0.012,0.489,0.298,0.067,0.077,0.034,0.011,0,0.002,0.001,0.811,0.189,0.122,0.59,0.41,882618,687790,29998256,0,0,2629214,0,0,0,0,0,0.026,0.02,0.877,0,0,0.077,0,0,0,0,0
2018,NWPP,WECC Northwest,92607,1097798064,481382332,2756862106,1191928192,294782039,127196814,85516,36706,55536,94188334,18781550,2703890,94825949,--,0.58,0.577,0.377,639.037,0.064,0.009,643.363,--,0.156,0.153,0.101,171.595,0.017,0.002,172.757,--,1.494,1.486,0.97,1645.046,0.164,0.024,--,2.13,0.836,0.503,1.462,2.182,0.794,0.542,1.443,1.575,13.441,0.015,0.961,2285.364,1760.989,916.572,1700.922,0.262,0.051,0.017,0.157,0.038,0.01,0.002,0.022,2303.237,1765.323,917.491,1711.547,--,--,0.194,0.105,0.064,0.152,0.197,0.099,0.067,0.149,0.144,1.696,0.002,0.1,208.46,222.231,116.859,176.934,0.024,0.006,0.002,0.016,0.003,0.001,0,0.002,210.091,222.778,116.976,178.039,--,--,1.441,1.435,0.783,1575.09,0.148,0.021,1585.176,--,62858368,521323,46303050,9708441,140486961,3628596,24403614,3900194,1771344,827455,372692,120591329,174190710,33703748,114511484,180270554,0.213,0.002,0.157,0.033,0.477,0.012,0.083,0.013,0.006,0.003,0.001,0.409,0.591,0.114,0.388,0.612,25742318,43390,24800249,0,0,1830653,0,0,0,194766,0,0.489,0.001,0.471,0,0,0.035,0,0,0,0.004,0
2018,NYCW,NPCC NYC/Westchester,17331,217440402,111205156,388109497,184825493,43455637,20558668,5456,2562,565,12958779,961210,115904,12988063,--,0.251,0.249,0.026,596.414,0.022,0.003,597.762,--,0.05,0.046,0.005,119.194,0.004,0.001,119.463,--,0.402,0.399,0.042,955.307,0.035,0.004,--,0,41.387,0.297,0.329,0,12.713,0.311,0.319,0,1.958,0.031,0.032,0,3673.333,940.601,942.722,0,0.056,0.017,0.017,0,0.008,0.002,0.002,0,3677.245,941.557,943.68,--,--,0,1.841,0.038,0.042,0,0.401,0.038,0.039,0,0.087,0.004,0.004,0,163.425,119.832,119.929,0,0.003,0.002,0.002,0,0,0,0,0,163.599,119.954,120.051,--,--,0.488,0.453,0.055,1067.585,0.022,0.002,1068.876,--,0,615292,26119820,16318960,0,394972,0,6592,0,0,0,43054072,401564,401564,27130084,16325552,0,0.014,0.601,0.376,0,0.009,0,0,0,0,0,0.991,0.009,0.009,0.624,0.376,0,20746,14103612,0,0,29462,0,0,0,0,0,0,0.001,0.996,0,0,0.002,0,0,0,0,0
2018,NYLI,NPCC Long Island,6322,106245574,54915312,107487343,55589514,10573426,5253728,4545,2175,1235,6260745,1473214,190397,6307529,--,0.86,0.828,0.234,1184.241,0.139,0.018,1193.091,--,0.086,0.079,0.023,117.854,0.014,0.002,118.735,--,0.871,0.839,0.237,1199.694,0.141,0.018,--,0,1.009,0.528,0.671,0,0.832,0.568,0.657,0,0.578,0.099,0.241,0,1368.555,1038.751,1136.368,0,0.031,0.021,0.024,0,0.004,0.002,0.003,0,1370.537,1039.944,1137.794,--,--,0,0.092,0.061,0.072,0,0.073,0.062,0.066,0,0.053,0.011,0.026,0,124.944,120.153,121.818,0,0.003,0.002,0.003,0,0,0,0,0,125.125,120.29,121.971,--,--,0.972,0.889,0.371,1320.28,0.04,0.005,1322.796,--,0,580553,8908364,0,0,948320,0,136189,0,0,0,9488917,1084509,1084509,10437237,136189,0,0.055,0.843,0,0,0.09,0,0.013,0,0,0,0.897,0.103,0.103,0.987,0.013,0,2807792,3266071,0,0,44999,0,0,0,0,0,0,0.459,0.534,0,0,0.007,0,0,0,0,0
2018,NYUP,NPCC Upstate NY,30838,190939252,91854950,778770789,329713790,84997204,36250642,5773,2468,3916,10756913,1498748,192395,10789935,--,0.136,0.136,0.092,253.112,0.018,0.002,253.889,--,0.06,0.054,0.041,112.674,0.008,0.001,113.02,--,0.464,0.466,0.315,865.469,0.06,0.008,--,1.691,2.17,0.256,0.363,1.608,1.72,0.248,0.318,6.669,2.436,0.043,0.319,2043.674,1183.795,847.601,894.104,0.247,0.049,0.019,0.027,0.036,0.011,0.002,0.003,2060.568,1188.158,848.681,895.761,--,--,0.17,0.236,0.036,0.05,0.157,0.175,0.034,0.043,0.67,0.265,0.006,0.044,205.204,128.931,119.031,122.924,0.025,0.005,0.003,0.004,0.004,0.001,0,0,206.901,129.406,119.183,123.152,--,--,0.5,0.456,0.46,931.489,0.043,0.005,933.969,--,690386,480651,22015367,26600051,29413127,1684140,3980870,145164,0,276,-12828,49773903,35223301,5810174,24857992,60139212,0.008,0.006,0.259,0.313,0.346,0.02,0.047,0.002,0,0,0,0.586,0.414,0.068,0.292,0.708,688346,649658,14289146,0,0,437977,0,0,0,0,0,0.043,0.04,0.889,0,0,0.027,0,0,0,0,0
2018,RFCE,RFC East,98984,1446275545,661110549,2758283710,1217232088,297325701,133177734,49543,19146,71358,106437585,18066012,2489194,107034191,--,0.333,0.288,0.48,715.966,0.061,0.008,719.979,--,0.069,0.058,0.099,147.189,0.012,0.002,148.014,--,0.579,0.499,0.834,1243.413,0.106,0.015,--,1.165,1.599,0.187,0.509,0.969,1.268,0.173,0.415,2.8,0.345,0.006,0.832,2189.848,1227.215,849.551,1248.735,0.245,0.028,0.016,0.083,0.036,0.004,0.002,0.012,2206.571,1229.03,850.449,1254.276,--,--,0.109,0.164,0.026,0.062,0.09,0.131,0.025,0.051,0.261,0.035,0.001,0.101,204.288,125.946,118.801,151.112,0.023,0.003,0.002,0.01,0.003,0,0,0.001,205.849,126.132,118.927,151.782,--,--,0.681,0.55,0.803,1242.601,0.091,0.013,1248.615,--,46225709,1388193,117883989,115793325,5841885,5137563,2953137,1530212,0,565125,1729,281858070,15462797,9620912,171202307,126118559,0.155,0.005,0.396,0.389,0.02,0.017,0.01,0.005,0,0.002,0,0.948,0.052,0.032,0.576,0.424,21176004,3804603,50184945,0,0,1490997,0,0,0,204957,0,0.276,0.049,0.653,0,0,0.019,0,0,0,0.003,0
2018,RFCM,RFC Michigan,34643,718909153,333058825,908505467,416952840,94438353,42659020,37679,16892,61217,61978019,12146092,1733184,62385252,--,0.798,0.792,1.296,1312.56,0.129,0.018,1321.185,--,0.105,0.101,0.17,172.422,0.017,0.002,173.555,--,0.989,0.981,1.606,1626.089,0.159,0.023,--,1.351,7.16,0.424,0.97,1.292,6.769,0.436,0.956,2.811,4.626,0.038,1.636,2237.08,1458.616,883.388,1660.266,0.249,0.064,0.017,0.15,0.036,0.011,0.002,0.022,2254.132,1463.528,884.308,1670.438,--,--,0.126,1.052,0.057,0.104,0.121,1.097,0.056,0.101,0.262,0.68,0.005,0.175,208.372,214.319,118.02,177.636,0.023,0.009,0.002,0.016,0.003,0.002,0,0.002,209.96,215.041,118.143,178.724,--,--,1.223,1.199,2.05,1748.862,0.171,0.024,1760.256,--,40764993,1204425,30702019,12867882,-149501,1854854,5381820,108613,0,1701770,1478,87242565,7195786,7345287,76229538,18208814,0.431,0.013,0.325,0.136,0,0.02,0.057,0.001,0,0.018,0,0.922,0.076,0.078,0.806,0.193,22474768,110132,14004970,0,0,596129,0,0,0,0,0,0.604,0.003,0.377,0,0,0.016,0,0,0,0,0
2018,RFCW,RFC West,192653,3408013502,1516182385,5210259737,2257820050,532056236,227773873,219439,74204,246166,310214413,62040155,8958548,312324739,--,0.825,0.652,0.925,1166.096,0.117,0.017,1174.029,--,0.129,0.098,0.144,182.05,0.018,0.003,183.288,--,1.229,0.971,1.379,1737.584,0.174,0.025,--,1.51,1.719,0.239,1.116,1.271,1.677,0.27,0.948,1.99,5.003,0.033,1.392,2133.76,3028.016,926.486,1761.24,0.248,0.102,0.018,0.176,0.036,0.02,0.002,0.025,2150.714,3036.658,927.478,1773.206,--,--,0.146,0.118,0.031,0.117,0.121,0.115,0.033,0.097,0.192,0.344,0.004,0.145,205.905,208.263,119.042,183.988,0.024,0.007,0.002,0.018,0.003,0.001,0,0.003,207.542,208.858,119.17,185.238,--,--,1.365,1.08,1.437,1828.301,0.179,0.026,1840.479,--,236267531,1730122,111615146,150463238,4744499,3394433,19197343,587044,0,3793855,263027,504132919,27923318,23178819,357064114,174992123,0.444,0.003,0.21,0.283,0.009,0.006,0.036,0.001,0,0.007,0,0.948,0.052,0.044,0.671,0.329,112346973,1154236,49344697,0,0,915321,0,0,0,39681,0,0.686,0.007,0.301,0,0,0.006,0,0,0,0,0
2018,RMPA,WECC Rockies,23700,461008225,206810117,639344482,280475232,65413620,28638396,22026,9873,13670,41655881,8037533,1154104,41928312,--,0.673,0.689,0.418,1273.615,0.123,0.018,1281.944,--,0.096,0.095,0.059,180.716,0.017,0.003,181.898,--,0.954,0.977,0.592,1804.184,0.174,0.025,--,1.276,26.652,0.361,0.952,1.313,18.203,0.354,0.953,0.917,11.622,0.006,0.594,2257.805,3891.886,1004.855,1812.973,0.258,0.158,0.018,0.173,0.038,0.032,0.002,0.025,2275.454,3905.219,1005.848,1824.707,--,--,0.118,1.118,0.043,0.095,0.121,1.11,0.041,0.095,0.085,0.488,0.001,0.059,208.458,163.326,118.808,181.498,0.024,0.007,0.002,0.017,0.003,0.001,0,0.002,210.087,163.885,118.925,182.673,--,--,0.834,0.821,0.365,1542.592,0.12,0.017,1550.683,--,29281320,11952,16659983,0,8148570,164427,10025696,1062380,0,0,59292,46012546,19401074,11252504,46176974,19236646,0.448,0,0.255,0,0.125,0.003,0.153,0.016,0,0,0.001,0.703,0.297,0.172,0.706,0.294,9309872,3779,12185541,0,0,40124,0,0,0,0,0,0.432,0,0.566,0,0,0.002,0,0,0,0,0
2018,SPNO,SPP North,30309,424719248,203327612,702459316,312055109,70807115,31371782,22727,11296,11784,41180960,8752500,1266244,41479037,--,0.642,0.72,0.333,1163.187,0.124,0.018,1171.606,--,0.107,0.111,0.055,193.921,0.021,0.003,195.324,--,1.09,1.223,0.565,1974.898,0.21,0.03,--,1.059,63.346,1.188,1.092,1.082,70.907,1.277,1.131,0.698,4.125,0.011,0.565,2206.536,6203.206,1024.804,1978.513,0.256,0.231,0.02,0.21,0.037,0.045,0.002,0.03,2224.029,6222.262,1025.89,1992.834,--,--,0.1,1.641,0.138,0.107,0.103,1.582,0.147,0.111,0.066,0.107,0.001,0.056,209.135,160.662,118.925,194.346,0.024,0.006,0.002,0.021,0.004,0.001,0,0.003,210.793,161.156,119.051,195.753,--,--,1.225,1.27,0.738,1945.506,0.201,0.029,1959.167,--,33240733,106427,8274832,9168289,108849,76633,19787361,38217,0,764,5010,50796055,20011060,19902211,41704399,29102716,0.469,0.002,0.117,0.129,0.002,0.001,0.279,0.001,0,0,0,0.717,0.283,0.281,0.589,0.411,19689005,5839,6002950,0,0,15199,0,0,0,0,0,0.766,0,0.233,0,0,0.001,0,0,0,0,0
2018,SPSO,SPP South,62596,1143060537,576005988,1518962207,720138565,160677686,75155470,66870,33156,99741,93721843,14571653,2105944,94217774,--,0.832,0.882,1.242,1166.582,0.091,0.013,1172.755,--,0.117,0.115,0.175,163.984,0.013,0.002,164.852,--,1.119,1.186,1.669,1568.254,0.122,0.018,--,1.545,31.173,0.742,1.122,1.552,31.207,0.771,1.12,3.445,3.161,0.042,1.648,2235.38,1608.589,1025.627,1597.855,0.236,0.069,0.021,0.122,0.034,0.014,0.002,0.017,2251.541,1614.374,1026.844,1606.123,--,--,0.143,2.851,0.086,0.116,0.143,2.904,0.086,0.115,0.318,0.289,0.005,0.171,206.651,147.121,119.332,165.726,0.022,0.006,0.002,0.013,0.003,0.001,0,0.002,208.145,147.65,119.474,166.583,--,--,1.297,1.293,1.875,1603.489,0.118,0.017,1611.485,--,49714376,2736013,64250330,0,4509999,2314426,35999514,644343,0,414803,93882,117209404,43468281,38958282,119523830,41153856,0.309,0.017,0.4,0,0.028,0.014,0.224,0.004,0,0.003,0.001,0.729,0.271,0.242,0.744,0.256,31895236,3110,38703863,0,0,689388,0,0,0,71219,0,0.447,0,0.542,0,0,0.01,0,0,0,0.001,0
2018,SRMV,SERC Mississippi Valley,58996,1068665075,518428723,1478455968,681738494,177877883,81576544,54607,27387,85416,76011194,9797909,1401016,76342419,--,0.614,0.671,0.96,854.645,0.055,0.008,858.369,--,0.102,0.106,0.16,142.254,0.009,0.001,142.874,--,0.788,0.862,1.233,1097.288,0.071,0.01,--,1.439,0.506,0.622,0.798,1.464,0.301,0.684,0.843,4.548,6.958,0.006,1.222,2216.699,927.399,848.479,1137.502,0.245,0.192,0.017,0.071,0.036,0.03,0.002,0.01,2233.429,941.242,849.389,1142.222,--,--,0.134,0.11,0.087,0.102,0.136,0.076,0.093,0.106,0.425,1.512,0.001,0.157,207.104,201.49,118.674,146.052,0.023,0.042,0.002,0.009,0.003,0.007,0,0.001,208.667,204.497,118.801,146.659,--,--,0.891,0.942,1.39,1137.619,0.069,0.01,1142.241,--,29847038,1724347,100575441,36792870,2348342,2874381,0,192915,0,2990052,532498,172462245,5415638,3067296,138543756,39334127,0.168,0.01,0.565,0.207,0.013,0.016,0,0.001,0,0.017,0.003,0.97,0.03,0.017,0.779,0.221,11395341,3752890,48336338,0,0,1100698,0,0,0,1710678,0,0.172,0.057,0.729,0,0,0.017,0,0,0,0.026,0
2018,SRMW,SERC Midwest,40774,1064250172,481925849,1324333441,581893303,128388555,57042904,68065,22554,159743,106828904,23771484,3447887,107639783,--,1.06,0.791,2.488,1664.15,0.185,0.027,1676.782,--,0.128,0.094,0.3,200.759,0.022,0.003,202.283,--,1.325,0.988,3.11,2079.533,0.231,0.034,--,1.462,37.855,0.317,1.326,1.054,46.491,0.332,0.955,3.526,8.681,0.078,3.114,2244.964,3348.632,904.462,2084.305,0.261,0.109,0.017,0.232,0.038,0.022,0.002,0.034,2262.795,3357.797,905.403,2100.114,--,--,0.136,1.846,0.042,0.128,0.1,1.648,0.041,0.094,0.328,0.423,0.01,0.3,208.906,163.326,119.356,201.091,0.024,0.005,0.002,0.022,0.004,0.001,0,0.003,210.566,163.773,119.481,202.617,--,--,1.079,0.891,2.654,1907.003,0.204,0.03,1920.912,--,90145682,69074,12083951,19001965,1246760,169908,5344108,52536,0,32991,241580,121575243,6813312,5566552,102743186,25645369,0.702,0.001,0.094,0.148,0.01,0.001,0.042,0,0,0,0.002,0.947,0.053,0.043,0.8,0.2,26515568,5459,7262019,0,0,180117,0,0,0,37117,0,0.78,0,0.214,0,0,0.005,0,0,0,0.001,0
2018,SRSO,SERC South,88734,1759212651,854154494,2367735426,1109679583,262135271,120673789,64975,26121,38958,134728133,21168501,3100003,135454639,--,0.496,0.433,0.297,1027.928,0.081,0.012,1033.471,--,0.074,0.061,0.044,153.169,0.012,0.002,153.995,--,0.64,0.559,0.384,1326.895,0.104,0.015,--,1.117,2.814,0.2,0.621,0.893,1.929,0.215,0.523,0.605,1.714,0.029,0.294,2007.605,1336.972,873.364,1390.93,0.199,0.061,0.019,0.101,0.029,0.011,0.002,0.014,2021.135,1341.616,874.448,1397.691,--,--,0.107,0.417,0.027,0.071,0.084,0.324,0.028,0.058,0.058,0.254,0.004,0.033,192.758,198.022,117.919,158.474,0.019,0.009,0.003,0.011,0.003,0.002,0,0.002,194.057,198.71,118.065,159.244,--,--,0.773,0.653,0.453,1413.653,0.107,0.015,1420.928,--,69021596,527747,123866299,48427722,7943747,9561028,0,2691052,0,89916,6165,241939443,20195827,12252080,203072749,59062521,0.263,0.002,0.473,0.185,0.03,0.036,0,0.01,0,0,0,0.923,0.077,0.047,0.775,0.225,43842687,239425,46045092,0,0,3254863,0,0,0,0,0,0.469,0.003,0.493,0,0,0.035,0,0,0,0,0
2018,SRTV,SERC Tennessee Valley,72620,1325749460,625190734,2173899521,995700098,224259819,102120297,61779,25720,69366,115666169,21735723,3135647,116405077,--,0.551,0.504,0.619,1031.537,0.097,0.014,1038.127,--,0.093,0.082,0.105,174.492,0.016,0.002,175.606,--,0.877,0.802,0.985,1641.779,0.154,0.022,--,1.292,0.516,0.178,0.877,1.152,0.421,0.148,0.784,1.532,0.02,0.041,0.974,2101.565,1399.278,909.823,1657.109,0.237,0.027,0.018,0.155,0.034,0.003,0.002,0.022,2117.717,1400.772,910.852,1667.602,--,--,0.123,0.044,0.024,0.093,0.108,0.04,0.019,0.082,0.146,0.002,0.005,0.103,199.974,119.098,119.881,175.723,0.023,0.002,0.002,0.016,0.003,0,0,0.002,201.511,119.226,120.017,176.836,--,--,0.837,0.76,0.913,1644.343,0.149,0.021,1654.439,--,79538305,182583,59426555,61574163,21365448,1684298,41009,375761,0,71744,-49,200793302,23466516,2101068,140903437,83356381,0.355,0.001,0.265,0.275,0.095,0.008,0,0.002,0,0,0,0.895,0.105,0.009,0.628,0.372,51209469,429077,31095624,0,0,670606,0,0,0,0,0,0.614,0.005,0.373,0,0,0.008,0,0,0,0,0
2018,SRVC,SERC Virginia/Carolina,117248,1650555486,785725528,3111391311,1416011392,328151742,148647046,71722,31654,43207,121962213,21824639,3100905,122648901,--,0.437,0.426,0.263,743.328,0.067,0.009,747.513,--,0.087,0.081,0.052,147.783,0.013,0.002,148.615,--,0.763,0.744,0.46,1297.767,0.116,0.016,--,1.547,4.12,0.202,0.719,1.412,3.713,0.192,0.678,0.829,11.142,0.02,0.368,2030.311,1937.097,920.524,1337.233,0.231,0.166,0.018,0.098,0.034,0.026,0.002,0.014,2046.12,1948.893,921.542,1343.793,--,--,0.152,0.38,0.026,0.083,0.139,0.357,0.024,0.077,0.081,1.027,0.003,0.042,199.516,178.499,118.93,154.442,0.023,0.015,0.002,0.011,0.003,0.002,0,0.002,201.07,179.586,119.062,155.2,--,--,0.877,0.849,0.535,1422.644,0.128,0.018,1430.869,--,62674830,1816721,113644835,124045086,7520186,9243990,1470637,7158751,0,343302,233405,302758178,25393564,17873378,187957083,140194660,0.191,0.006,0.346,0.378,0.023,0.028,0.004,0.022,0,0.001,0.001,0.923,0.077,0.054,0.573,0.427,47062041,755661,56534647,0,0,3620419,0,0,0,0,0,0.436,0.007,0.524,0,0,0.034,0,0,0,0,0
